,Title,Publication_Info,Cited_by
934,Data mining and machine learning retention models in higher education,"T Cardona, EA Cudney, R Hoerl… - Journal of College …, 2023 - journals.sagepub.com",Cited by 69
935,Predicting industrial building energy consumption with statistical and machine-learning models informed by physical system parameters,"S Kapp, JK Choi, T Hong - Renewable and Sustainable Energy Reviews, 2023 - Elsevier",Cited by 59
936,Energy demand forecasting in seven sectors by an optimization model based on machine learning algorithms,"ME Javanmard, SF Ghaderi - Sustainable Cities and Society, 2023 - Elsevier",Cited by 29
937,Sentiment analysis using Twitter data: a comparative application of lexicon-and machine-learning-based approach,"Y Qi, Z Shabrina - Social Network Analysis and Mining, 2023 - Springer",Cited by 74
938,Big data and machine learning driven bioprocessing–recent trends and critical analysis,"CT Yang, E Kristiani, YK Leong, JS Chang - Bioresource technology, 2023 - Elsevier",Cited by 34
939,Wearable sensors and machine learning in post-stroke rehabilitation assessment: A systematic review,"I Boukhennoufa, X Zhai, V Utti, J Jackson… - … Signal Processing and …, 2022 - Elsevier",Cited by 104
940,Machine-learning and high-throughput studies for high-entropy materials,"EW Huang, WJ Lee, SS Singh, P Kumar, CY Lee… - Materials Science and …, 2022 - Elsevier",Cited by 77
941,Heart disease prediction using machine learning techniques: a quantitative review,"L Riyaz, MA Butt, M Zaman, O Ayob - International Conference on …, 2022 - Springer",Cited by 65
942,Deep dive into machine learning density functional theory for materials science and chemistry,"L Fiedler, K Shah, M Bussmann, A Cangi - Physical Review Materials, 2022 - APS",Cited by 65
943,Lung Cancer Classification and Prediction Using Machine Learning and Image Processing,"S Nageswaran, G Arunkumar, AK Bisht… - BioMed research …, 2022 - Wiley Online Library",Cited by 89
944,In-depth insights into Alzheimer's disease by using explainable machine learning approach,"B Bogdanovic, T Eftimov, M Simjanoska - Scientific Reports, 2022 - nature.com",Cited by 38
945,"Hemodynamic modeling, medical imaging, and machine learning and their applications to cardiovascular interventions","M Kadem, L Garber, M Abdelkhalek… - IEEE Reviews in …, 2022 - ieeexplore.ieee.org",Cited by 37
946,Explainable AI for machine fault diagnosis: understanding features' contribution in machine learning models for industrial condition monitoring,"E Brusa, L Cibrario, C Delprete, LG Di Maggio - Applied Sciences, 2023 - mdpi.com",Cited by 42
947,GPR monitoring for road transport infrastructure: A systematic review and machine learning insights,"M Rasol, JC Pais, V Pérez-Gracia, M Solla… - … and Building Materials, 2022 - Elsevier",Cited by 101
948,An IoT-based agriculture maintenance using pervasive computing with machine learning technique,"S Kailasam, SDM Achanta… - International Journal of …, 2022 - emerald.com",Cited by 52
949,Problem-independent machine learning (PIML)-based topology optimization—A universal approach,"M Huang, Z Du, C Liu, Y Zheng, T Cui, Y Mei… - Extreme Mechanics …, 2022 - Elsevier",Cited by 30
950,Use of machine learning and remote sensing techniques for shoreline monitoring: A review of recent literature,"CAD Tsiakos, C Chalkias - Applied Sciences, 2023 - mdpi.com",Cited by 33
951,Chronic kidney disease prediction using machine learning techniques,"DA Debal, TM Sitote - Journal of Big Data, 2022 - Springer",Cited by 100
952,Adversarial machine learning in wireless communications using RF data: A review,"D Adesina, CC Hsieh, YE Sagduyu… - … Surveys & Tutorials, 2022 - ieeexplore.ieee.org",Cited by 114
953,A framework for machine learning of model error in dynamical systems,"M Levine, A Stuart - Communications of the American Mathematical Society, 2022 - ams.org",Cited by 64
954,Propension to customer churn in a financial institution: A machine learning approach,"RA de Lima Lemos, TC Silva, BM Tabak - Neural Computing and …, 2022 - Springer",Cited by 66
955,Addressing the challenges and barriers to the integration of machine learning into clinical practice: An innovative method to hybrid human–machine intelligence,"C Ed-Driouch, F Mars, PA Gourraud, C Dumas - Sensors, 2022 - mdpi.com",Cited by 26
956,Machine learning methods for modelling the gasification and pyrolysis of biomass and waste,"S Ascher, I Watson, S You - Renewable and Sustainable Energy Reviews, 2022 - Elsevier",Cited by 154
957,"Machine learning for design, phase transformation and mechanical properties of alloys","JF Durodola - Progress in Materials Science, 2022 - Elsevier",Cited by 63
958,A machine learning-based approach for vital node identification in complex networks,"AA Rezaei, J Munoz, M Jalili, H Khayyam - Expert Systems with …, 2023 - Elsevier",Cited by 33
959,Flood detection in urban areas using satellite imagery and machine learning,"AH Tanim, CB McRae, H Tavakol-Davani, E Goharian - Water, 2022 - mdpi.com",Cited by 69
960,Data compression for quantum machine learning,"R Dilip, YJ Liu, A Smith, F Pollmann - Physical Review Research, 2022 - APS",Cited by 43
961,Role of machine learning in precision oncology: applications in gastrointestinal cancers,"A Tabari, SM Chan, OMF Omar, SI Iqbal, MS Gee… - Cancers, 2022 - mdpi.com",Cited by 27
962,Progress towards machine learning reaction rate constants,"E Komp, N Janulaitis, S Valleau - Physical Chemistry Chemical …, 2022 - pubs.rsc.org",Cited by 39
963,Detecting and measuring depression on social media using a machine learning approach: systematic review,"D Liu, XL Feng, F Ahmed, M Shahid, J Guo - JMIR Mental Health, 2022 - mental.jmir.org",Cited by 53
964,A machine learning-based analysis for predicting fragility curve parameters of buildings,"H Dabiri, A Faramarzi, A Dall'Asta, E Tondi… - Journal of Building …, 2022 - Elsevier",Cited by 41
965,Machine learning and deep learning algorithms for skin cancer classification from dermoscopic images,"S Bechelli, J Delhommelle - Bioengineering, 2022 - mdpi.com",Cited by 84
966,Modern machine learning for LHC physicists,"T Plehn, A Butter, B Dillon, C Krause - arXiv preprint arXiv:2211.01421, 2022 - arxiv.org",Cited by 28
967,Optimizing machine learning algorithms for improving prediction of bridge deck deterioration: A case study of Ohio bridges,"A Rashidi Nasab, H Elzarka - Buildings, 2023 - mdpi.com",Cited by 32
968,Seismic damage prediction of RC buildings using machine learning,"S Bhatta, J Dang - Earthquake Engineering & Structural …, 2023 - Wiley Online Library",Cited by 28
969,Rapsai: Accelerating machine learning prototyping of multimedia applications through visual programming,"R Du, N Li, J Jin, M Carney, S Miles, M Kleiner… - Proceedings of the …, 2023 - dl.acm.org",Cited by 27
970,Machine learning algorithms for defect detection in metal laser-based additive manufacturing: A review,"Y Fu, ARJ Downey, L Yuan, T Zhang, A Pratt… - Journal of Manufacturing …, 2022 - Elsevier",Cited by 164
971,Optimizing durability assessment: Machine learning models for depth of wear of environmentally-friendly concrete,"M Khan, AU Khan, M Houda, C El Hachem… - Results in …, 2023 - Elsevier",Cited by 25
972,Automatic design of machine learning via evolutionary computation: A survey,"N Li, L Ma, T Xing, G Yu, C Wang, Y Wen, S Cheng… - Applied Soft …, 2023 - Elsevier",Cited by 24
973,Privacy-preserving machine learning with fully homomorphic encryption for deep neural network,"JW Lee, HC Kang, Y Lee, W Choi, J Eom… - iEEE …, 2022 - ieeexplore.ieee.org",Cited by 266
974,Streamflow prediction utilizing deep learning and machine learning algorithms for sustainable water supply management,"SD Latif, AN Ahmed - Water Resources Management, 2023 - Springer",Cited by 29
975,A systematic literature review of deep and machine learning algorithms in cardiovascular diseases diagnosis,"ZK Alkayyali, SAB Idris, SS Abu-Naser - Journal of Theoretical and Applied …, 2023 - jatit.org",Cited by 45
976,A patient network-based machine learning model for disease prediction: The case of type 2 diabetes mellitus,"H Lu, S Uddin, F Hajati, MA Moni, M Khushi - Applied Intelligence, 2022 - Springer",Cited by 103
977,Predictive analytics and machine learning for real-time supply chain risk mitigation and agility,"A Aljohani - Sustainability, 2023 - mdpi.com",Cited by 79
978,Evolving applications of artificial intelligence and machine learning in infectious diseases testing,"NK Tran, S Albahra, L May, S Waldman… - Clinical …, 2022 - academic.oup.com",Cited by 59
979,A machine learning approach for predicting hidden links in supply chain with graph neural networks,"EE Kosasih, A Brintrup - International Journal of Production …, 2022 - Taylor & Francis",Cited by 124
980,Development of a software and hardware complex for primary diagnostics based on deep machine learning,"R Yaxshiboyev - Central asian journal of education and computer …, 2022 - cajecs.com",Cited by 23
981,Healthcare predictive analytics using machine learning and deep learning techniques: a survey,"M Badawy, N Ramadan, HA Hefny - Journal of Electrical Systems and …, 2023 - Springer",Cited by 49
982,Machine learning-based seismic response and performance assessment of reinforced concrete buildings,"F Kazemi, N Asgarkhani, R Jankowski - Archives of Civil and Mechanical …, 2023 - Springer",Cited by 81
983,A survey of intrusion detection from the perspective of intrusion datasets and machine learning techniques,"G Singh, N Khare - International Journal of Computers and …, 2022 - Taylor & Francis",Cited by 93
984,"Prospective validation of machine learning algorithms for absorption, distribution, metabolism, and excretion prediction: An industrial perspective","C Fang, Y Wang, R Grater, S Kapadnis… - Journal of Chemical …, 2023 - ACS Publications",Cited by 32
985,Recent progress of machine learning in flow modeling and active flow control,"Y Li, J Chang, C Kong, W Bao - Chinese Journal of Aeronautics, 2022 - Elsevier",Cited by 62
986,Slope stability prediction method based on intelligent optimization and machine learning algorithms,"Y Yang, W Zhou, IM Jiskani, X Lu, Z Wang, B Luan - Sustainability, 2023 - mdpi.com",Cited by 24
987,"Prediction and optimization model of sustainable concrete properties using machine learning, deep learning and swarm intelligence: A review","S Wang, P Xia, K Chen, F Gong, H Wang… - Journal of Building …, 2023 - Elsevier",Cited by 35
988,Machine learning-augmented wearable triboelectric human-machine interface in motion identification and virtual reality,"J Zhu, S Ji, J Yu, H Shao, H Wen, H Zhang, Z Xia… - Nano Energy, 2022 - Elsevier",Cited by 52
989,Machine learning for large-scale optimization in 6g wireless networks,"Y Shi, L Lian, Y Shi, Z Wang, Y Zhou… - … Surveys & Tutorials, 2023 - ieeexplore.ieee.org",Cited by 54
990,Analysis of bitcoin price prediction using machine learning,"J Chen - Journal of Risk and Financial Management, 2023 - mdpi.com",Cited by 83
991,A Detailed View on industrial Safety and Health Analytics using Machine Learning Hybrid Ensemble Techniques,"K Rathor, S Lenka, KA Pandya… - … Conference on Edge …, 2022 - ieeexplore.ieee.org",Cited by 101
992,Building a conversational chatbot using machine learning: Towards a more intelligent healthcare application,"RK Solanki, AS Rajawat, AR Gadekar… - Handbook of research …, 2023 - igi-global.com",Cited by 45
993,Técnicas y aplicaciones del Machine Learning e Inteligencia Artificial en educación: una revisión sistemática,"W Forero Corba… - … de educación a …, 2024 - redined.educacion.gob.es",Cited by 37
994,Pengenalan machine learning dengan python,D Kurniawan - 2022 - books.google.com,Cited by 45
995,Perbandingan Algoritma Machine Learning untuk Analisis Sentimen Berbasis Aspek pada Review Female Daily,"MH Wicaksono… - eProceedings …, 2023 - … .telkomuniversity.ac.id",Cited by 222
